Year,City,Sport,Discipline,NOC,Event,Gender,Medal,Country,Latitude,Longitude
1988,Calgary,Ice Hockey,Ice Hockey,FIN,ice hockey,M,Silver,Finland,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,FIN,10km,W,Bronze,Finland,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,FIN,4x5km relay,W,Bronze,Finland,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,FIN,5km,W,Gold,Finland,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold,Finland,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,FIN,K120 team (90m),M,Gold,Finland,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold,Finland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,FRA,downhill,M,Bronze,France,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,FRA,super-G,M,Gold,France,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,FRG,4x7.5km relay,M,Silver,West Germany,51.0318,-114.0824
1988,Calgary,Luge,Luge,FRG,doubles,X,Bronze,West Germany,51.0318,-114.0824
1988,Calgary,Luge,Luge,FRG,singles,M,Silver,West Germany,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,FRG,downhill,W,Gold,West Germany,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver,West Germany,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,FRG,slalom,M,Silver,West Germany,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,FRG,slalom,W,Bronze,West Germany,51.0318,-114.0824
1988,Calgary,Skiing,Nordic Combined,FRG,Team,M,Gold,West Germany,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,GDR,10km,M,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,GDR,20km,M,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Bobsleigh,Bobsleigh,GDR,four-man,M,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Bobsleigh,Bobsleigh,GDR,two-man,M,Bronze,East Germany,51.0318,-114.0824
1988,Calgary,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Luge,Luge,GDR,doubles,X,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Luge,Luge,GDR,doubles,X,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Luge,Luge,GDR,singles,M,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Luge,Luge,GDR,singles,W,Bronze,East Germany,51.0318,-114.0824
1988,Calgary,Luge,Luge,GDR,singles,W,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Luge,Luge,GDR,singles,W,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,GDR,individual,W,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,1000m,M,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,1000m,W,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,1000m,W,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,1500m,M,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,1500m,W,Bronze,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,1500m,W,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,3000m,W,Bronze,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,3000m,W,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,5000m,W,Bronze,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,5000m,W,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,500m,M,Gold,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,500m,W,Bronze,East Germany,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,GDR,500m,W,Silver,East Germany,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,ITA,20km,M,Bronze,Italy,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,ITA,4x7.5km relay,M,Bronze,Italy,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold,Italy,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,ITA,slalom,M,Gold,Italy,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,ITA,50km,M,Silver,Italy,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,JPN,500m,M,Bronze,Japan,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,LIE,slalom,M,Bronze,Liechtenstein,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,NED,10000m,M,Bronze,Netherlands,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,NED,1500m,W,Gold,Netherlands,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,NED,3000m,W,Gold,Netherlands,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,NED,5000m,M,Bronze,Netherlands,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,NED,5000m,M,Silver,Netherlands,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,NED,5000m,W,Gold,Netherlands,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,NED,500m,M,Silver,Netherlands,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,NOR,15km,M,Silver,Norway,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,NOR,30km mass start,M,Bronze,Norway,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,NOR,4x5km relay,W,Silver,Norway,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Silver,Norway,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,NOR,K120 team (90m),M,Bronze,Norway,51.0318,-114.0824
1988,Calgary,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,alpine combined,M,Bronze,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,alpine combined,W,Bronze,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,alpine combined,W,Silver,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,downhill,M,Gold,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,downhill,M,Silver,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,downhill,W,Silver,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,giant slalom,M,Bronze,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,slalom,W,Gold,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SUI,super-G,W,Silver,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,SUI,50km,M,Bronze,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Nordic Combined,SUI,individual,M,Gold,Switzerland,51.0318,-114.0824
1988,Calgary,Skiing,Nordic Combined,SUI,Team,M,Silver,Switzerland,51.0318,-114.0824
1988,Calgary,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Bronze,Sweden,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,SWE,10000m,M,Gold,Sweden,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,SWE,5000m,M,Gold,Sweden,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,SWE,super-G,M,Bronze,Sweden,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,SWE,4x10km relay,M,Gold,Sweden,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,SWE,50km,M,Gold,Sweden,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,TCH,4x10km relay,M,Bronze,Czechoslovakia,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Bronze,Czechoslovakia,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Silver,Czechoslovakia,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,URS,10km,M,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,URS,10km,M,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,URS,20km,M,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Bobsleigh,Bobsleigh,URS,four-man,M,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Bobsleigh,Bobsleigh,URS,two-man,M,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Luge,Luge,URS,singles,M,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,URS,ice dancing,X,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,URS,ice dancing,X,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,URS,individual,M,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,URS,pairs,X,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,URS,pairs,X,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,URS,1000m,M,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,URS,1000m,M,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,10km,W,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,10km,W,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,15km,M,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,15km,M,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,20km,W,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,20km,W,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,20km,W,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,30km mass start,M,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,30km mass start,M,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,4x10km relay,M,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,4x5km relay,W,Gold,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,5km,W,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Cross Country S,URS,5km,W,Silver,Soviet Union,51.0318,-114.0824
1988,Calgary,Skiing,Nordic Combined,URS,individual,M,Bronze,Soviet Union,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,USA,individual,M,Gold,United States,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,USA,individual,W,Bronze,United States,51.0318,-114.0824
1988,Calgary,Skating,Figure skating,USA,pairs,X,Bronze,United States,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,USA,1000m,W,Bronze,United States,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,USA,1500m,M,Silver,United States,51.0318,-114.0824
1988,Calgary,Skating,Speed skating,USA,500m,W,Gold,United States,51.0318,-114.0824
1988,Calgary,Skiing,Alpine Skiing,YUG,slalom,W,Silver,Yugoslavia,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,YUG,K120 individual (90m),M,Bronze,Yugoslavia,51.0318,-114.0824
1988,Calgary,Skiing,Ski Jumping,YUG,K120 team (90m),M,Silver,Yugoslavia,51.0318,-114.0824
1992,Albertville,Bobsleigh,Bobsleigh,AUT,four-man,M,Gold,Austria,45.6634,6.3738
1992,Albertville,Luge,Luge,AUT,singles,M,Bronze,Austria,45.6634,6.3738
1992,Albertville,Luge,Luge,AUT,singles,M,Silver,Austria,45.6634,6.3738
1992,Albertville,Luge,Luge,AUT,singles,W,Gold,Austria,45.6634,6.3738
1992,Albertville,Luge,Luge,AUT,singles,W,Silver,Austria,45.6634,6.3738
1992,Albertville,Skating,Speed skating,AUT,3000m,W,Bronze,Austria,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,AUT,alpine combined,W,Gold,Austria,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,AUT,alpine combined,W,Silver,Austria,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,Austria,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,AUT,downhill,M,Gold,Austria,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,Austria,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver,Austria,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,AUT,slalom,M,Bronze,Austria,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,AUT,slalom,W,Gold,Austria,45.6634,6.3738
1992,Albertville,Skiing,Nordic Combined,AUT,individual,M,Bronze,Austria,45.6634,6.3738
1992,Albertville,Skiing,Nordic Combined,AUT,Team,M,Bronze,Austria,45.6634,6.3738
1992,Albertville,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Bronze,Austria,45.6634,6.3738
1992,Albertville,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver,Austria,45.6634,6.3738
1992,Albertville,Skiing,Ski Jumping,AUT,K120 team (90m),M,Silver,Austria,45.6634,6.3738
1992,Albertville,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Gold,Austria,45.6634,6.3738
1992,Albertville,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver,Austria,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,CAN,15km,W,Bronze,Canada,45.6634,6.3738
1992,Albertville,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver,Canada,45.6634,6.3738
1992,Albertville,Skating,Figure skating,CAN,pairs,X,Bronze,Canada,45.6634,6.3738
1992,Albertville,Skating,Short Track S.,CAN,1000m,M,Silver,Canada,45.6634,6.3738
1992,Albertville,Skating,Short Track S.,CAN,3000m relay,W,Gold,Canada,45.6634,6.3738
1992,Albertville,Skating,Short Track S.,CAN,5000m relay,M,Silver,Canada,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,CAN,downhill,W,Gold,Canada,45.6634,6.3738
1992,Albertville,Skating,Short Track S.,CHN,500m,W,Silver,China,45.6634,6.3738
1992,Albertville,Skating,Speed skating,CHN,1000m,W,Silver,China,45.6634,6.3738
1992,Albertville,Skating,Speed skating,CHN,500m,W,Silver,China,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,ESP,slalom,W,Bronze,Spain,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,EUN,15km,W,Silver,Unified Team,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,EUN,20km,M,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,EUN,3x7.5km relay,W,Bronze,Unified Team,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,EUN,4x7.5km relay,M,Silver,Unified Team,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,EUN,7.5km,W,Bronze,Unified Team,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,EUN,7.5km,W,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Ice Hockey,Ice Hockey,EUN,ice hockey,M,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Skating,Figure skating,EUN,ice dancing,X,Bronze,Unified Team,45.6634,6.3738
1992,Albertville,Skating,Figure skating,EUN,ice dancing,X,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Skating,Figure skating,EUN,individual,M,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Skating,Figure skating,EUN,pairs,X,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Skating,Figure skating,EUN,pairs,X,Silver,Unified Team,45.6634,6.3738
1992,Albertville,Skating,Short Track S.,EUN,3000m relay,W,Bronze,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,15km mass start,W,Bronze,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,15km mass start,W,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,30km,W,Bronze,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,30km,W,Silver,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,4x5km relay,W,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,5km,W,Bronze,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,5km,W,Silver,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,Combined 5km + 10km pursuit,W,Bronze,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,EUN,Combined 5km + 10km pursuit,W,Gold,Unified Team,45.6634,6.3738
1992,Albertville,Skiing,Freestyle Ski.,EUN,moguls,W,Silver,Unified Team,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,FIN,10km,M,Bronze,Finland,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,FIN,15km mass start,W,Silver,Finland,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze,Finland,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,FIN,5km,W,Gold,Finland,45.6634,6.3738
1992,Albertville,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold,Finland,45.6634,6.3738
1992,Albertville,Skiing,Ski Jumping,FIN,K120 team (90m),M,Gold,Finland,45.6634,6.3738
1992,Albertville,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Bronze,Finland,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,FRA,3x7.5km relay,W,Gold,France,45.6634,6.3738
1992,Albertville,Skating,Figure skating,FRA,ice dancing,X,Silver,France,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,FRA,alpine combined,W,Bronze,France,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,FRA,downhill,M,Silver,France,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,FRA,super-G,W,Silver,France,45.6634,6.3738
1992,Albertville,Skiing,Freestyle Ski.,FRA,moguls,M,Gold,France,45.6634,6.3738
1992,Albertville,Skiing,Freestyle Ski.,FRA,moguls,M,Silver,France,45.6634,6.3738
1992,Albertville,Skiing,Nordic Combined,FRA,individual,M,Gold,France,45.6634,6.3738
1992,Albertville,Skiing,Nordic Combined,FRA,individual,M,Silver,France,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,GER,10km,M,Gold,Germany,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,GER,10km,M,Silver,Germany,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,GER,15km,W,Gold,Germany,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,GER,20km,M,Silver,Germany,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,GER,3x7.5km relay,W,Silver,Germany,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,GER,4x7.5km relay,M,Gold,Germany,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,GER,7.5km,W,Silver,Germany,45.6634,6.3738
1992,Albertville,Bobsleigh,Bobsleigh,GER,four-man,M,Silver,Germany,45.6634,6.3738
1992,Albertville,Bobsleigh,Bobsleigh,GER,two-man,M,Bronze,Germany,45.6634,6.3738
1992,Albertville,Bobsleigh,Bobsleigh,GER,two-man,M,Silver,Germany,45.6634,6.3738
1992,Albertville,Luge,Luge,GER,doubles,X,Gold,Germany,45.6634,6.3738
1992,Albertville,Luge,Luge,GER,doubles,X,Silver,Germany,45.6634,6.3738
1992,Albertville,Luge,Luge,GER,singles,M,Gold,Germany,45.6634,6.3738
1992,Albertville,Luge,Luge,GER,singles,W,Bronze,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,1000m,M,Gold,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,1000m,W,Bronze,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,1500m,W,Gold,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,1500m,W,Silver,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,3000m,W,Gold,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,3000m,W,Silver,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,5000m,W,Bronze,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,5000m,W,Gold,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,5000m,W,Silver,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,500m,M,Gold,Germany,45.6634,6.3738
1992,Albertville,Skating,Speed skating,GER,500m,W,Bronze,Germany,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,GER,super-G,W,Bronze,Germany,45.6634,6.3738
1992,Albertville,Luge,Luge,ITA,doubles,X,Bronze,Italy,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,ITA,alpine combined,M,Gold,Italy,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,ITA,alpine combined,M,Silver,Italy,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold,Italy,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,ITA,slalom,M,Silver,Italy,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,ITA,super-G,W,Gold,Italy,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,ITA,10km pursuit,M,Silver,Italy,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,ITA,30km,W,Gold,Italy,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,ITA,4x10km relay,M,Silver,Italy,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,ITA,4x5km relay,W,Bronze,Italy,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,ITA,50km,M,Bronze,Italy,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,ITA,50km,M,Silver,Italy,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,ITA,Combined 10km + 15km pursuit,M,Bronze,Italy,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,ITA,Combined 5km + 10km pursuit,W,Silver,Italy,45.6634,6.3738
1992,Albertville,Skating,Figure skating,JPN,individual,W,Silver,Japan,45.6634,6.3738
1992,Albertville,Skating,Short Track S.,JPN,5000m relay,M,Bronze,Japan,45.6634,6.3738
1992,Albertville,Skating,Speed skating,JPN,1000m,M,Bronze,Japan,45.6634,6.3738
1992,Albertville,Skating,Speed skating,JPN,1500m,W,Bronze,Japan,45.6634,6.3738
1992,Albertville,Skating,Speed skating,JPN,500m,M,Bronze,Japan,45.6634,6.3738
1992,Albertville,Skating,Speed skating,JPN,500m,M,Silver,Japan,45.6634,6.3738
1992,Albertville,Skiing,Nordic Combined,JPN,Team,M,Gold,Japan,45.6634,6.3738
1992,Albertville,Skating,Short Track S.,KOR,1000m,M,Bronze,"Korea, South",45.6634,6.3738
1992,Albertville,Skating,Short Track S.,KOR,1000m,M,Gold,"Korea, South",45.6634,6.3738
1992,Albertville,Skating,Short Track S.,KOR,5000m relay,M,Gold,"Korea, South",45.6634,6.3738
1992,Albertville,Skating,Speed skating,KOR,1000m,M,Silver,"Korea, South",45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,LUX,giant slalom,M,Silver,Luxembourg,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,LUX,super-G,M,Silver,Luxembourg,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NED,10000m,M,Gold,Netherlands,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NED,1500m,M,Bronze,Netherlands,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NED,5000m,M,Bronze,Netherlands,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NED,5000m,M,Silver,Netherlands,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NOR,10000m,M,Bronze,Norway,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NOR,10000m,M,Silver,Norway,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NOR,1500m,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NOR,1500m,M,Silver,Norway,45.6634,6.3738
1992,Albertville,Skating,Speed skating,NOR,5000m,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,NOR,giant slalom,M,Bronze,Norway,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,NOR,slalom,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,NOR,super-G,M,Bronze,Norway,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,NOR,super-G,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,10km pursuit,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,30km mass start,M,Bronze,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,30km mass start,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,30km mass start,M,Silver,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,4x10km relay,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,4x5km relay,W,Silver,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,50km,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Gold,Norway,45.6634,6.3738
1992,Albertville,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Silver,Norway,45.6634,6.3738
1992,Albertville,Skiing,Freestyle Ski.,NOR,moguls,W,Bronze,Norway,45.6634,6.3738
1992,Albertville,Skiing,Nordic Combined,NOR,Team,M,Silver,Norway,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,NZL,slalom,W,Silver,New Zealand,45.6634,6.3738
1992,Albertville,Skating,Short Track S.,PRK,500m,W,Bronze,"Korea, North",45.6634,6.3738
1992,Albertville,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze,Switzerland,45.6634,6.3738
1992,Albertville,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold,Switzerland,45.6634,6.3738
1992,Albertville,Skiing,Alpine Skiing,SUI,alpine combined,M,Bronze,Switzerland,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,SWE,20km,M,Bronze,Sweden,45.6634,6.3738
1992,Albertville,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze,Sweden,45.6634,6.3738
